,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,cluster
803,2986,1976,Graduation,Married,30772,1,89,1,1,0,2,6,2
804,7462,1954,Graduation,Single,22507,0,67,3,10,2,4,9,1
805,3900,1972,Graduation,Married,65685,0,54,1,9,2,9,5,1
806,7034,1978,2n Cycle,Married,25804,1,34,2,2,0,3,8,2
807,9493,1980,PhD,Single,76412,0,15,1,5,4,8,3,0
808,1143,1972,Graduation,Married,22063,1,43,2,2,0,3,7,2
809,1,1961,Graduation,Single,57091,0,0,1,7,3,7,5,0
810,3855,1963,Graduation,Married,22419,0,74,1,3,2,2,8,2
811,5536,1959,Graduation,Together,87771,0,61,1,5,10,4,6,0
812,5989,1959,2n Cycle,Divorced,78353,0,51,1,10,2,11,8,1
813,9499,1954,Graduation,Married,93404,1,97,3,3,4,7,5,0
814,6768,1962,Graduation,Divorced,37859,1,75,2,1,0,3,8,2
815,2150,1958,PhD,Widow,80995,0,83,1,8,9,4,4,0
816,6646,1984,Graduation,Together,16529,1,23,1,1,0,3,6,2
817,4887,1976,PhD,Divorced,55412,1,65,1,2,0,3,5,2
818,8560,1992,Graduation,Single,48789,0,94,1,6,4,7,6,1
819,3321,1967,PhD,Together,56575,0,42,3,7,3,7,5,1
820,11003,1980,2n Cycle,Together,25130,1,10,2,2,0,3,7,2
821,10402,1967,Graduation,Married,35441,1,94,2,1,0,3,8,2
822,9904,1956,Graduation,Married,71391,0,50,5,6,5,12,3,0
823,6141,1972,Master,Single,49494,1,46,2,6,1,5,7,1
824,5687,1980,Graduation,Divorced,81702,0,98,1,7,7,12,3,0
825,10856,1980,2n Cycle,Single,45889,0,42,1,1,0,3,6,2
826,5121,1977,Graduation,Single,56628,0,30,2,7,6,5,5,0
827,4186,1950,Graduation,Together,34026,1,11,3,2,1,3,5,2
828,368,1974,Graduation,Married,40049,0,61,3,3,2,6,5,2
829,3312,1988,Graduation,Single,34176,1,12,4,3,0,4,6,2
830,11121,1981,Graduation,Married,19419,1,76,4,4,0,3,9,2
831,5332,1960,2n Cycle,Married,82504,0,2,1,3,6,7,1,0
832,5848,1970,Graduation,Together,81205,0,43,1,5,6,7,2,0
833,10343,1991,2n Cycle,Single,61618,0,27,2,3,6,8,3,0
834,5935,1956,Master,Single,55284,0,60,3,7,5,8,5,1
835,2895,1963,Graduation,Single,49980,0,79,2,3,1,5,5,2
836,10262,1980,Graduation,Married,15072,2,96,4,3,1,3,5,2
837,7848,1974,Graduation,Single,49166,0,17,2,5,3,3,6,2
838,9477,1954,PhD,Married,65324,0,0,3,6,2,9,4,1
839,4856,1957,2n Cycle,Married,82347,0,38,1,7,7,10,3,0
840,7186,1966,PhD,Together,30843,1,43,2,1,1,2,5,2
841,5794,1974,PhD,Married,46374,0,1,3,7,1,7,8,1
842,1456,1979,Graduation,Single,60474,0,25,7,10,2,12,7,1
843,4877,1973,Master,Married,38576,0,2,1,1,0,3,7,2
844,425,1985,Graduation,Married,55357,2,66,3,6,2,11,5,1
845,3007,1966,Graduation,Together,37758,1,49,2,1,0,3,8,2
846,1031,1989,2n Cycle,Married,85710,0,5,1,6,9,10,2,0
847,4297,1969,Graduation,Together,23228,1,71,2,2,0,3,8,2
848,807,1969,Master,Together,44602,1,35,6,6,1,4,8,1
849,9553,1987,Graduation,Married,7500,0,94,1,0,0,3,6,2
850,4271,1989,2n Cycle,Together,38683,1,80,6,4,1,6,7,1
851,4120,1975,2n Cycle,Single,49514,1,61,2,6,1,4,7,2
852,2036,1973,PhD,Together,57906,0,29,3,4,2,8,4,1
853,115,1966,Master,Single,43456,0,0,3,5,1,8,5,1
854,4259,1986,Master,Single,19485,2,80,1,1,0,2,7,2
855,8687,1978,Graduation,Together,53172,0,54,3,2,3,8,3,0
856,2447,1979,Graduation,Together,30545,1,71,2,2,0,3,7,2
857,10140,1983,PhD,Together,70123,0,27,1,5,7,4,3,0
858,9353,1959,Graduation,Single,62450,0,61,2,5,5,4,3,0
859,3623,1976,Graduation,Together,21675,1,55,3,4,0,3,7,2
860,738,1981,2n Cycle,Single,42395,1,35,4,3,1,4,7,2
861,7631,1978,Master,Together,61346,1,34,1,5,7,10,3,0
862,4789,1953,Graduation,Together,80812,0,95,1,4,8,5,2,0
863,773,1971,Master,Divorced,42835,1,64,7,6,6,4,6,1
864,10602,1983,Graduation,Married,39922,1,30,2,3,0,4,8,2
865,1446,1956,Master,Single,86424,0,12,1,6,9,12,1,0
866,3270,1978,2n Cycle,Together,17117,1,96,4,3,1,3,9,2
867,8443,1972,Graduation,Single,24762,1,16,3,3,1,2,8,2
868,9653,1975,Graduation,Married,35797,0,16,2,2,0,3,8,2
869,8916,1975,Graduation,Divorced,36627,2,78,1,0,0,3,5,2
870,8017,1981,2n Cycle,Married,51111,1,83,2,2,0,3,6,2
871,5830,1972,PhD,Single,86857,0,96,1,5,6,10,2,0
872,4597,1970,PhD,Together,82072,0,67,1,3,2,13,1,0
873,7023,1953,PhD,Single,46231,2,87,4,6,1,4,9,1
874,8086,1959,Graduation,Married,42243,1,34,2,2,0,3,7,2
875,8825,1962,Graduation,Together,51195,1,46,8,9,2,5,8,1
876,2930,1978,Master,Single,68092,0,7,2,2,6,10,5,0
877,1928,1973,Graduation,Married,31814,1,73,2,2,0,3,9,2
878,7108,1965,Master,Widow,51390,1,54,6,5,2,5,5,1
879,10925,1983,Graduation,Married,76630,0,93,1,3,10,11,1,0
880,9960,1991,Basic,Single,26868,1,52,1,1,0,2,7,2
881,8800,1943,PhD,Divorced,48948,0,53,2,7,10,5,6,0
882,9224,1972,PhD,Single,55260,0,81,2,8,10,5,6,0
883,5519,1956,Graduation,Together,64090,0,8,1,6,9,4,5,0
884,5046,1958,Graduation,Divorced,78331,0,97,2,10,6,7,4,0
885,7037,1974,PhD,Married,37087,1,50,3,4,2,8,6,1
886,905,1986,Graduation,Divorced,21846,1,38,4,4,0,3,8,2
887,8624,1958,Graduation,Married,81320,0,61,1,4,3,10,2,0
888,8945,1970,Graduation,Divorced,54137,0,46,2,4,1,4,6,2
889,6445,1967,Graduation,Together,66825,0,73,1,4,5,6,2,0
890,2727,1973,Graduation,Together,57100,0,19,1,3,3,6,3,0
891,6404,1969,Graduation,Together,58917,1,10,5,4,1,6,5,1
892,11074,1977,Graduation,Single,85072,0,94,1,3,4,10,0,0
893,10150,1961,Graduation,Single,86429,0,10,0,7,4,7,2,0
894,1968,1971,Graduation,Widow,45684,1,37,1,1,0,2,7,2
895,6534,1974,Graduation,Together,47889,1,94,1,2,0,3,5,2
896,9485,1986,PhD,Married,45921,0,23,1,2,1,6,4,2
897,7053,1966,PhD,Single,78420,0,75,1,3,10,8,1,0
898,4654,1992,Graduation,Together,75114,0,40,1,3,10,5,2,0
899,9760,1963,PhD,Widow,52278,0,24,6,10,5,10,8,1
900,1048,1972,Master,Married,35641,1,11,2,3,1,4,7,2
901,10619,1994,Graduation,Single,95529,0,29,1,7,3,7,3,0
902,9308,1954,Graduation,Married,62820,0,51,1,3,4,6,1,0
903,10505,1960,Master,Together,73113,0,86,1,3,4,7,2,0
904,8362,1982,PhD,Married,84169,0,9,1,7,6,6,3,0
905,2625,1954,2n Cycle,Single,42607,0,30,2,3,2,7,3,2
906,4637,1954,PhD,Single,74637,0,73,1,6,9,9,3,0
907,9972,1955,PhD,Together,46015,1,25,1,1,0,3,7,2
908,4483,1993,Graduation,Single,72354,0,67,1,2,10,6,1,0
909,4487,1969,Master,Single,39858,1,67,1,2,0,4,6,2
910,4988,1948,PhD,Married,34469,1,58,3,1,1,4,4,2
911,8931,1986,Graduation,Together,83033,1,82,1,11,4,10,5,0
912,5871,1979,Master,Together,24401,0,98,3,6,1,6,8,1
913,2008,1978,Graduation,Married,77583,0,93,1,4,5,9,2,0
914,3139,1982,2n Cycle,Single,74116,0,53,1,4,4,10,2,0
915,10037,1993,Graduation,Single,74293,0,66,1,5,4,6,2,0
916,10673,1976,PhD,Married,68397,0,6,1,6,9,5,3,0
917,5303,1974,PhD,Together,79632,0,42,1,6,4,9,2,0
918,538,1989,Graduation,Single,46107,1,78,1,1,1,4,3,2
919,7922,1951,PhD,Single,64950,0,29,2,11,2,10,7,1
920,5692,1989,Basic,Married,25443,1,82,1,1,0,3,8,2
921,4843,1952,Graduation,Single,75127,0,92,1,2,11,5,1,0
922,6383,1971,PhD,Together,32892,1,78,2,3,0,3,8,2
923,1628,1971,Graduation,Together,71796,0,54,1,9,3,4,4,0
924,1204,1970,PhD,Married,67536,0,45,3,11,5,11,8,1
925,3673,1971,Graduation,Single,55239,0,59,3,7,5,11,5,1
926,760,1975,PhD,Divorced,60554,1,8,2,8,4,9,6,1
927,8957,1952,2n Cycle,Single,64831,1,51,8,6,3,5,6,1
928,4128,1962,PhD,Together,56067,0,51,2,7,4,7,5,1
929,6810,1983,Graduation,Divorced,82025,0,76,1,3,2,6,1,0
930,5386,1953,Graduation,Together,94384,0,62,0,5,8,5,2,0
931,8700,1986,Basic,Single,14906,0,86,3,2,1,3,7,2
932,3202,1987,PhD,Married,51563,0,60,1,4,4,10,8,1
933,1328,1982,2n Cycle,Married,57937,0,56,3,4,4,9,3,0
934,8405,1979,Graduation,Divorced,68274,1,83,2,4,2,5,3,0
935,6515,1977,Graduation,Together,39771,1,92,1,2,0,3,4,2
936,2882,1975,2n Cycle,Divorced,67893,0,31,2,3,2,9,8,1
937,7574,1979,PhD,Together,27922,1,80,1,2,0,3,4,2
938,6387,1976,PhD,Together,52190,1,39,3,2,1,3,5,2
939,5320,1973,Master,Divorced,44051,1,20,4,3,1,4,6,2
940,5048,1971,PhD,Single,42767,2,53,1,3,1,2,8,2
941,8146,1976,Master,Together,46106,1,84,1,1,1,2,6,2
942,10031,1976,PhD,Married,16927,1,50,5,3,0,4,8,2
943,5748,1965,Graduation,Married,59754,0,96,3,5,2,6,5,1
944,2134,1952,Graduation,Single,53700,0,94,4,5,5,8,5,1
945,1523,1973,Graduation,Married,59041,1,25,2,2,0,4,5,2
946,9665,1957,PhD,Divorced,54237,0,48,4,5,2,5,6,1
947,4640,1967,Graduation,Divorced,70647,0,65,2,4,7,13,2,0
948,3635,1962,PhD,Single,52597,0,69,3,6,3,8,5,1
949,3547,1969,Master,Together,41021,1,12,2,2,0,3,6,2
950,2456,1975,PhD,Married,40233,0,84,5,2,1,5,6,2
951,5633,1980,Graduation,Married,50183,1,47,7,3,1,6,5,1
952,7801,1959,Graduation,Together,54753,0,87,3,5,2,11,4,1
953,10489,1973,Graduation,Married,92955,0,35,1,6,7,9,2,0
954,7011,1973,Graduation,Married,33471,1,47,3,3,0,4,7,2
955,2620,1974,PhD,Married,34596,1,48,1,1,0,2,8,2
956,3933,1980,Graduation,Together,44010,1,46,6,10,2,6,9,1
957,10981,1988,Graduation,Married,84219,0,27,1,3,4,10,1,0
958,1734,1968,PhD,Together,40706,2,37,4,3,0,4,7,2
959,10995,1988,2n Cycle,Married,15716,1,8,3,3,0,4,8,2
960,6357,1959,2n Cycle,Divorced,59052,0,29,3,7,1,7,5,1
961,9209,1971,Master,Together,80573,0,85,1,4,6,13,2,0
962,10286,1962,Graduation,Married,83715,0,2,1,2,8,13,0,0
963,2611,1959,Master,Together,82576,0,66,1,2,4,12,1,0
964,1600,1965,Master,Married,56962,2,60,7,6,3,5,7,1
965,3308,1952,Graduation,Married,35704,1,54,3,2,0,4,4,2
966,5407,1954,Graduation,Together,53103,0,70,5,10,6,7,7,1
967,2166,1960,2n Cycle,Widow,46779,1,55,1,0,1,2,4,2
968,3955,1965,Graduation,Divorced,4861,0,20,0,0,0,0,14,2
969,6634,1979,Master,Divorced,33462,1,78,1,2,0,3,7,2
970,3056,1978,Graduation,Divorced,63693,0,63,3,11,6,9,6,1
971,5718,1950,Graduation,Married,80763,0,17,1,5,11,6,3,0
972,6872,1974,PhD,Married,65352,0,43,2,4,2,8,4,0
973,8164,1978,PhD,Married,82170,0,13,1,5,6,7,2,0
974,4580,1969,Graduation,Married,75759,0,46,1,9,7,9,5,0
975,9305,1976,2n Cycle,Single,79689,0,65,1,4,9,13,2,0
976,453,1956,PhD,Widow,35340,1,1,2,2,0,3,5,2
977,8545,1954,Graduation,Divorced,85683,0,6,1,2,4,10,1,0
978,9850,1972,2n Cycle,Married,24884,1,32,1,0,0,3,7,2
979,7378,1981,Master,Together,42021,1,34,5,10,1,6,9,1
980,7646,1989,Graduation,Single,64449,1,70,4,5,3,12,4,1
981,1640,1954,Graduation,Divorced,64587,1,49,2,1,1,4,3,2
982,5184,1995,Graduation,Single,34824,0,65,1,1,0,2,6,2
983,8492,1978,Graduation,Together,75437,0,25,1,8,4,10,6,0
984,11188,1957,Graduation,Together,26091,1,84,3,2,1,3,5,2
985,1212,1973,Graduation,Married,52845,1,7,3,8,8,6,6,1
986,9097,1956,Graduation,Divorced,46086,0,34,4,3,1,8,4,1
987,10473,1956,PhD,Widow,78028,0,38,1,6,4,9,7,0
988,7962,1987,PhD,Single,95169,0,1,1,4,3,4,1,0
989,9984,1981,2n Cycle,Married,56337,1,25,5,8,5,4,8,1
990,5527,1987,Graduation,Together,22434,1,25,2,2,0,3,8,2
991,6374,1954,PhD,Married,36930,0,50,5,5,2,4,8,1
992,7453,1954,Graduation,Single,36130,0,46,6,3,8,4,4,1
993,8952,1953,Master,Married,65569,0,96,2,6,5,10,3,0
994,241,1952,Graduation,Together,83844,0,57,1,4,4,11,1,0
995,8975,1968,Graduation,Married,19514,1,47,4,3,1,2,8,2
996,6119,1963,PhD,Single,36736,1,52,1,1,0,2,6,2
997,5236,1979,Graduation,Together,77568,0,30,1,10,2,8,5,0
998,5723,1976,PhD,Together,49187,0,63,1,1,1,5,2,2
999,1710,1978,Graduation,Single,30168,1,51,7,6,1,4,9,1
1000,1970,1968,Master,Together,34053,0,14,1,3,0,3,8,2
1001,5313,1971,Master,Married,38196,1,20,3,2,0,4,5,2
1002,10634,1951,Master,Married,59412,0,56,1,4,2,8,3,0
1003,7010,1965,2n Cycle,Married,70924,0,41,1,6,6,7,3,0
1004,8562,1969,Graduation,Together,54165,0,72,1,2,1,7,2,0
1005,3158,1973,Graduation,Married,32300,1,1,1,1,0,3,8,2
1006,4436,1976,Graduation,Single,20180,0,27,1,2,1,4,7,2
1007,5287,1973,Graduation,Married,34961,1,77,3,3,1,3,7,2
1008,2445,1974,PhD,Together,28440,1,87,1,2,0,3,8,2
1009,6059,1953,PhD,Together,64504,1,81,7,11,3,4,7,1
1010,4550,1966,Master,Together,33564,0,51,1,1,1,3,5,2
1011,4240,1978,Graduation,Married,17345,1,79,2,2,1,2,8,2
1012,8911,1967,PhD,Married,56320,0,11,3,5,4,9,4,0
1013,3706,1978,Graduation,Single,28647,1,54,1,2,2,2,7,2
1014,3628,1987,Basic,Single,15038,1,93,2,2,1,2,9,2
1015,10175,1958,PhD,Divorced,32173,0,0,1,1,0,3,4,2
1016,8985,1964,2n Cycle,Together,68316,0,54,5,10,7,10,6,1
1017,5204,1971,Graduation,Together,74538,0,21,1,8,8,5,3,0
1018,9220,1971,Graduation,Single,91700,0,58,1,8,6,5,3,0
1019,9888,1969,Graduation,Together,68695,0,3,1,4,4,7,2,0
1020,5263,1977,2n Cycle,Married,31056,1,99,1,1,0,3,8,2
1021,1020,1973,Graduation,Married,79593,0,70,1,5,6,7,2,0
1022,9503,1980,Graduation,Single,28071,0,65,2,5,1,5,8,2
1023,10613,1958,PhD,Together,37334,1,44,4,3,0,4,4,2
1024,67,1972,Master,Single,46423,1,6,3,2,0,4,7,2
1025,6019,1971,PhD,Married,37126,1,9,1,1,2,2,6,2
1026,5863,1953,Graduation,Married,47703,0,95,4,6,3,8,5,1
1027,3717,1959,Graduation,Married,61180,0,70,2,5,5,6,3,0
1028,6730,1954,Graduation,Married,38998,1,92,3,2,0,3,8,2
1030,4998,1962,Graduation,Together,76081,0,85,1,4,5,4,2,0
1031,6287,1986,Graduation,Together,34728,1,2,1,1,1,2,6,2
1032,5985,1965,Master,Single,33168,0,0,3,2,1,4,7,2
1033,4754,1966,Master,Married,33585,0,91,1,2,0,4,4,2
1034,4002,1960,PhD,Married,77037,0,3,1,7,7,12,3,0
1035,8870,1984,Graduation,Together,35196,1,68,6,6,1,5,8,1
1036,966,1966,Graduation,Married,44529,0,98,6,6,2,11,5,1
1037,4767,1965,2n Cycle,Married,70924,0,41,1,6,6,7,3,0
1038,9725,1966,PhD,Together,28764,1,16,1,1,0,2,8,2
1039,4475,1949,PhD,Married,69098,0,82,1,7,8,9,5,0
1040,5740,1970,2n Cycle,Divorced,25959,1,1,2,1,2,2,6,2
1041,5731,1983,Master,Married,27100,1,64,1,1,0,3,7,2
1042,7290,1985,Graduation,Single,70596,0,68,1,3,5,12,2,0
1043,3846,1974,Graduation,Married,42557,0,98,4,6,1,4,8,1
1044,8104,1951,PhD,Married,53312,0,32,1,5,1,5,7,2
1045,4507,1952,Graduation,Single,72228,0,87,1,6,7,8,3,0
1046,11013,1987,Graduation,Together,67605,0,84,1,2,8,6,1,0
1047,4491,1949,Master,Married,62845,1,3,11,3,4,10,8,1
1048,3759,1958,Graduation,Together,65196,0,34,2,7,6,11,5,0
1049,1162,1987,PhD,Single,42000,0,23,2,5,2,11,5,1
1050,2055,1973,PhD,Divorced,35860,1,37,2,1,1,2,5,2
1051,10766,1964,PhD,Married,65526,0,22,1,4,4,8,2,0
1052,4415,1961,Graduation,Married,16860,1,19,3,1,1,3,7,2
1053,3005,1992,Graduation,Single,83528,0,7,1,4,10,8,1,0
1054,2223,1965,2n Cycle,Divorced,64176,0,52,8,8,9,8,6,1
1055,4817,1956,Graduation,Divorced,22304,0,91,1,1,0,2,8,2
1056,2875,1978,Graduation,Married,67023,0,93,1,3,7,13,2,0
1057,10536,1971,PhD,Together,32892,1,78,2,3,0,3,8,2
1058,11112,1966,Graduation,Together,70713,0,23,6,5,6,8,3,1
1059,3807,1955,Graduation,Together,59925,0,83,3,9,2,9,6,1
1060,9197,1953,Graduation,Married,39722,0,92,2,2,0,3,5,2
1061,10832,1958,Graduation,Together,46610,0,4,1,6,1,6,6,2
1062,6421,1961,Graduation,Together,88347,0,32,1,4,7,9,1,0
1063,4207,1981,PhD,Married,87171,0,27,1,6,7,11,2,0
1064,577,1976,2n Cycle,Together,26907,1,10,2,1,0,3,7,2
1065,10855,1968,Master,Single,50014,1,9,2,4,1,8,5,1
1066,3081,1978,PhD,Married,41014,1,65,1,1,0,2,7,2
1067,3535,1965,Graduation,Single,66294,0,68,1,4,3,5,2,0
1068,247,1971,Graduation,Married,36715,1,16,6,7,2,4,9,1
1069,8707,1956,Graduation,Married,79456,0,12,1,5,6,4,3,0
1070,9523,1982,Graduation,Together,40479,1,95,1,0,0,3,4,2
1071,6072,1970,Master,Single,75345,0,16,1,5,8,6,3,0
1072,6295,1977,Graduation,Married,54233,0,46,4,11,6,5,8,1
1073,10914,1970,Graduation,Single,24163,1,3,2,1,0,3,4,2
1074,1509,1958,PhD,Together,84460,0,80,0,9,9,4,5,0
1075,5577,1983,Graduation,Together,43776,1,77,1,1,0,2,6,2
1076,7348,1958,PhD,Single,71691,0,0,1,4,7,5,2,0
1077,1127,1973,PhD,Married,85844,0,62,1,6,6,7,2,0
1078,1833,1974,PhD,Single,39190,1,91,2,2,1,4,5,2
1079,4944,1959,Graduation,Together,71367,0,24,1,4,5,7,2,0
1080,9080,1972,PhD,Single,38578,1,2,3,3,0,3,8,2
1081,6466,1965,PhD,Married,57236,1,22,3,2,1,4,3,2
1082,9964,1979,Graduation,Single,61825,0,56,1,4,2,8,4,0
1083,4790,1958,Graduation,Divorced,79803,0,54,1,4,3,5,1,0
1084,10245,1986,2n Cycle,Single,80910,0,71,1,3,3,8,1,0
1085,1109,1982,Master,Together,27590,1,38,1,1,0,2,7,2
1086,6001,1979,Graduation,Married,56775,0,62,2,5,8,10,5,0
1087,5538,1975,Graduation,Divorced,83829,0,78,0,4,7,6,1,0
1088,10552,1979,2n Cycle,Married,54210,0,18,2,4,1,7,5,2
1089,1545,1986,Graduation,Married,38508,1,95,6,7,2,5,8,1
1090,7409,1970,Graduation,Together,53187,1,66,2,4,1,6,5,2
1091,4444,1972,Graduation,Married,30023,1,28,1,2,0,3,8,2
1092,146,1960,PhD,Single,76045,0,78,1,4,5,11,2,0
1093,6271,1952,PhD,Married,50870,0,13,1,2,0,3,5,2
1094,10065,1970,2n Cycle,Married,15315,0,27,2,2,0,4,5,2
1095,4741,1974,2n Cycle,Married,65463,1,17,2,6,2,9,5,1
1096,246,1965,Graduation,Married,66480,1,71,7,4,1,7,4,1
1097,375,1954,Graduation,Divorced,76773,0,79,1,2,2,11,1,0
1098,1524,1983,2n Cycle,Single,81698,0,1,1,8,2,5,5,0
1099,10022,1973,PhD,Single,54466,1,78,1,1,0,2,5,2
1100,7451,1960,Master,Single,98777,0,23,0,4,6,9,1,0
1101,11010,1984,PhD,Single,16269,1,75,3,3,0,3,8,2
1102,4356,1971,Graduation,Together,71819,0,70,3,3,3,5,6,1
1103,3885,1983,PhD,Married,33569,1,10,1,1,1,2,8,2
1104,1175,1983,Master,Married,36262,0,24,1,3,5,3,6,2
1105,880,1966,Basic,Together,22634,0,47,1,2,1,2,8,2
1106,2320,1978,2n Cycle,Married,47025,0,98,5,11,1,6,9,1
1107,850,1968,Graduation,Single,70566,0,4,2,6,5,9,3,0
1108,4713,1979,PhD,Married,31605,1,15,2,2,1,4,7,2
1109,675,1973,Master,Divorced,52034,1,67,5,4,2,5,7,1
1110,5025,1979,Graduation,Single,48526,1,32,1,2,1,4,3,2
1111,2308,1954,Graduation,Married,46734,0,40,2,6,1,5,7,1
1112,5995,1962,Graduation,Divorced,39552,1,54,7,6,2,5,8,1
1113,6749,1966,Graduation,Single,86358,1,78,4,5,3,6,8,1
1114,1010,1977,Graduation,Together,46931,2,94,2,1,1,3,3,2
1115,8977,1985,Basic,Single,16581,0,51,1,0,0,3,4,2
1116,4756,1952,2n Cycle,Divorced,63998,0,42,1,7,6,11,4,0
1117,3412,1951,Master,Married,67381,0,67,4,2,2,9,7,1
1118,606,1967,Graduation,Single,25930,1,87,1,1,0,2,7,2
1119,5961,1978,Graduation,Married,42693,1,29,1,1,0,3,5,2
1120,2975,1976,Graduation,Together,85606,0,89,2,6,7,9,3,0
1121,2894,1985,Graduation,Single,72903,0,74,1,7,5,8,4,0
1122,7613,1974,2n Cycle,Together,49669,1,97,2,5,1,6,6,1
1123,10542,1968,PhD,Married,36778,1,63,3,3,0,3,9,2
1124,8015,1962,PhD,Divorced,85696,0,88,1,4,6,9,1,0
1125,10617,1989,Master,Divorced,10979,0,34,2,3,0,3,5,2
1126,11166,1961,Graduation,Married,49678,0,81,2,6,2,4,7,1
1127,849,1953,Master,Together,56129,0,65,4,6,2,10,4,1
1128,523,1989,Graduation,Married,37155,1,51,1,2,0,4,5,2
1129,4066,1978,2n Cycle,Divorced,21282,1,76,2,2,1,2,6,2
1130,8414,1962,PhD,Single,33419,0,76,2,2,0,4,7,2
1131,819,1945,Graduation,Widow,63285,0,84,1,6,5,13,3,0
1132,4961,1974,Master,Together,21255,1,56,4,2,1,4,4,2
1133,749,1981,Graduation,Together,42162,1,31,2,3,1,3,6,2
1134,5430,1956,Graduation,Together,54450,1,0,12,9,2,8,8,1
1135,7755,1954,PhD,Married,57744,0,91,2,9,1,4,8,1
1136,10525,1986,Graduation,Single,26576,1,40,1,1,0,2,9,2
1137,1453,1943,PhD,Widow,57513,0,59,2,9,3,13,6,1
1138,8310,1964,Graduation,Together,68142,0,96,3,10,4,7,6,1
1139,10710,1979,Graduation,Married,7500,0,61,1,1,0,2,8,2
1140,5031,1974,Graduation,Together,83145,0,14,1,5,9,11,2,0
1141,2613,1960,Master,Married,54197,0,16,2,1,3,6,1,0
1142,213,1963,PhD,Single,23091,1,98,4,2,1,3,7,2
1143,967,1976,Graduation,Married,46049,1,11,10,5,2,9,7,1
1144,1077,1974,Graduation,Together,56715,0,52,1,7,3,4,4,0
1145,7959,1961,Graduation,Married,79410,0,19,1,3,2,5,1,0
1146,640,1951,Graduation,Married,57304,0,61,2,7,6,10,5,0
1147,4252,1965,Graduation,Married,44375,0,73,1,4,1,6,5,2
1148,8432,1956,Graduation,Together,54450,1,0,12,9,2,8,8,1
1149,6218,1965,Graduation,Married,59594,0,74,1,8,1,7,7,1
1150,6905,1994,Graduation,Together,80685,0,55,1,6,4,10,2,0
1151,5922,1974,PhD,Married,40344,0,48,2,4,1,5,7,2
1152,3598,1972,Graduation,Married,62710,0,53,4,4,2,12,4,1
1153,6116,1968,2n Cycle,Married,48985,0,13,1,1,1,3,3,2
1154,6263,1968,Graduation,Together,35322,1,34,3,2,0,4,8,2
1155,10486,1948,Graduation,Married,77142,0,54,1,4,4,8,2,0
1156,2410,1969,Graduation,Single,81657,0,69,1,3,4,8,1,0
1157,193,1996,Basic,Married,14421,0,81,1,1,0,2,5,2
1158,3363,1974,2n Cycle,Married,20130,0,99,1,1,0,3,8,2
1159,8278,1990,PhD,Married,74214,0,3,1,8,2,5,5,0
1160,10660,1957,Master,Married,66726,1,61,3,8,2,4,7,1
1161,8686,1979,Basic,Together,23724,1,65,2,2,0,3,8,2
1162,1604,1960,Master,Married,47353,0,93,3,2,2,6,5,2
1163,5907,1952,Master,Married,33444,1,24,1,1,0,2,8,2
1164,10669,1981,Graduation,Married,54386,0,8,2,3,2,10,3,0
1165,2918,1981,Graduation,Divorced,28510,1,72,3,2,0,4,5,2
1166,5735,1991,Master,Single,90638,0,29,1,3,4,10,1,0
1167,359,1950,Graduation,Together,48070,0,33,3,8,2,6,7,1
1168,8387,1957,Graduation,Married,43140,0,68,1,4,1,5,6,2
1169,1829,1961,PhD,Divorced,54959,0,55,3,9,5,4,7,1
1170,3839,1958,Basic,Single,15056,1,76,5,2,2,3,5,2
1171,9392,1971,Graduation,Single,26954,1,17,1,1,0,2,7,2
1172,2292,1985,Graduation,Single,22327,1,94,1,1,0,3,5,2
1173,10466,1965,Graduation,Married,44393,1,86,2,1,0,4,4,2
1174,9855,1952,PhD,Single,62000,0,25,1,6,6,13,4,0
1175,4088,1962,PhD,Together,31497,0,22,2,3,1,4,8,2
1176,5231,1974,2n Cycle,Married,45894,0,15,1,1,0,3,5,2
1177,590,1970,Master,Divorced,78579,0,35,1,5,6,4,3,0
1178,8732,1969,Master,Widow,67369,0,81,4,7,4,10,4,1
1179,2315,1960,Graduation,Divorced,58401,0,55,1,1,2,2,4,2
1180,3515,1952,Graduation,Single,62307,0,94,1,4,0,4,5,2
1181,2245,1969,Master,Married,43641,1,50,3,2,1,4,6,2
1182,6283,1968,Master,Divorced,63841,0,64,1,9,3,9,6,1
1183,2246,1965,2n Cycle,Married,46891,0,91,1,2,1,4,4,2
1184,6606,1969,Master,Married,70091,1,11,2,5,2,10,8,1
1185,5545,1972,PhD,Married,78075,0,72,1,3,5,5,1,0
1186,7342,1961,2n Cycle,Widow,59184,0,6,3,6,6,12,5,0
1187,837,1977,Graduation,Married,54809,1,0,4,2,1,5,4,2
1188,9500,1959,Graduation,Married,58113,0,66,3,9,2,8,7,1
1189,3602,1958,Master,Married,51412,0,42,2,3,2,4,4,2
1190,234,1979,Graduation,Divorced,15287,1,60,2,1,1,2,7,2
1191,2995,1957,Master,Together,66636,0,64,1,3,4,9,1,0
1192,1118,1956,Master,Married,50965,0,87,3,10,4,5,8,1
1193,7789,1965,PhD,Married,84618,0,96,1,6,9,10,2,0
1194,3068,1990,Graduation,Married,18351,0,1,1,2,0,3,7,2
1195,8955,1957,PhD,Together,40451,0,54,1,1,1,2,5,2
1196,945,1965,Graduation,Together,36317,0,53,2,3,0,4,7,2
